,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-West,West,East,North,South,South-East
2019-04-29,3.6104166666666675,156.75,1.8875000000000002,25.603472222222216,22.838194444444458,43.69444444444444,23.000000000000004,22.66875,,,,2.618055555555556,2.0583333333333336,1182.0972222222222,0.0,0,1,0,0,0,0,0,0
2019-04-30,2.9236111111111107,181.36111111111111,1.46388888888889,24.3611111111111,20.601388888888888,59.104166666666664,20.762499999999996,20.447222222222226,,,,2.1736111111111103,1.6479166666666667,1182.5555555555557,0.0,0,1,0,0,0,0,0,0
2019-05-01,4.411188811188812,161.03496503496504,2.1216783216783206,26.33846153846154,23.031468531468533,44.43356643356643,23.193006993006993,22.869930069930078,,,,2.9909090909090894,2.307692307692307,1180.4125874125873,0.0,0,1,0,0,0,0,0,0
2019-05-02,3.2659722222222225,160.5625,1.4722222222222223,30.150694444444436,23.840277777777775,46.0,24.08888888888891,23.600694444444454,,,,2.2750000000000004,1.7166666666666666,1180.423611111111,0.0,0,1,0,0,0,0,0,0
2019-05-03,4.770833333333333,241.92361111111111,2.3118055555555563,26.45069444444446,18.481250000000003,64.71527777777777,18.631944444444443,18.338194444444454,,,,3.334722222222223,2.5125,1165.5555555555557,0.0,0,0,1,0,0,0,0,0
2019-05-04,3.9597222222222226,199.95833333333334,1.6736111111111114,30.087500000000002,16.92152777777778,82.13888888888889,17.091666666666676,16.75416666666667,,,,2.759722222222222,1.8944444444444446,1181.888888888889,0.0,0,1,0,0,0,0,0,0
2019-05-05,3.3256944444444434,163.70138888888889,1.4756944444444442,33.74791666666667,22.721527777777784,44.1875,22.91597222222222,22.525694444444454,,,,2.2756944444444427,1.6687500000000002,1183.423611111111,0.0,0,1,0,0,0,0,0,0
2019-05-06,4.017482517482518,159.82517482517483,1.6517482517482511,34.05454545454545,25.482517482517483,40.04895104895105,25.676223776223765,25.304895104895092,,,,2.5020979020979026,1.854545454545454,1178.2097902097903,0.0,0,1,0,0,0,0,0,0
2019-05-07,4.465277777777779,271.2291666666667,2.0895833333333322,26.24375000000001,17.75277777777778,79.15277777777777,17.902083333333323,17.59166666666667,,,,3.090972222222222,2.2888888888888883,1165.2291666666667,0.0,0,0,1,0,0,0,0,0
2019-05-08,3.6701388888888866,260.93055555555554,1.7215277777777778,24.92222222222221,16.513194444444448,73.40277777777777,16.66875000000001,16.354166666666668,,,,2.6479166666666663,1.9187499999999993,1182.236111111111,0.0020833333333333337,0,0,1,0,0,0,0,0
2019-05-09,4.043884892086331,224.89208633093526,2.0136690647482,23.191366906474833,15.69424460431654,74.03597122302158,15.865467625899276,15.532374100719418,,,,2.9071942446043155,2.1892086330935228,1157.5611510791366,0.0,0,0,1,0,0,0,0,0
2019-05-10,3.9791666666666674,198.53472222222223,1.9354166666666661,24.701388888888896,15.624305555555557,73.72222222222223,15.82291666666666,15.446527777777769,,,,2.823611111111113,2.106944444444444,1166.3333333333333,0.0,0,0,1,0,0,0,0,0
2019-05-11,4.2284722222222255,179.14583333333334,2.0194444444444444,27.51875,18.264583333333334,62.4375,18.43263888888889,18.09236111111112,,,,2.934027777777777,2.2062500000000007,1165.736111111111,0.0,0,1,0,0,0,0,0,0
2019-05-12,6.819444444444444,170.98611111111111,2.779861111111111,28.1951388888889,23.42777777777779,35.81944444444444,23.582638888888887,23.26180555555556,,,,4.038888888888889,2.9805555555555556,1166.1319444444443,0.0,0,1,0,0,0,0,0,0
2019-05-13,6.538888888888889,174.85416666666666,2.531250000000001,34.8201388888889,25.858333333333327,22.28472222222222,26.050694444444442,25.68680555555555,,,,3.947222222222221,2.775694444444444,1182.576388888889,0.0,1,0,0,0,0,0,0,0
2019-05-14,4.290972222222225,170.70833333333334,1.7208333333333332,35.85347222222222,27.01805555555556,27.305555555555557,27.206944444444446,26.824999999999985,,,,2.7111111111111095,1.8979166666666663,1180.8194444444443,0.0,0,1,0,0,0,0,0,0
2019-05-15,5.397222222222222,196.35416666666666,2.385416666666666,35.01319444444445,28.54722222222223,29.118055555555557,28.757638888888884,28.35486111111112,,,,3.611111111111111,2.6500000000000004,1181.7222222222222,0.0,0,1,0,0,0,0,0,0
2019-05-16,3.9486111111111106,181.86805555555554,1.6187500000000008,37.09236111111112,26.313888888888883,39.895833333333336,26.52569444444445,26.10625,,,,2.6263888888888896,1.8416666666666675,1165.2152777777778,0.0,0,1,0,0,0,0,0,0
2019-05-17,4.277777777777775,196.98611111111111,1.9354166666666675,30.363888888888905,25.465277777777782,47.520833333333336,25.651388888888896,25.276388888888903,,,,2.8479166666666664,2.1291666666666673,1166.638888888889,0.0,0,0,1,0,0,0,0,0
2019-05-18,3.9770833333333337,196.875,2.0069444444444446,25.23333333333334,20.445833333333326,56.354166666666664,20.61041666666668,20.301388888888898,,,,2.8729166666666686,2.175694444444445,1181.2847222222222,0.0,0,0,1,0,0,0,0,0
2019-05-19,4.243750000000002,204.40277777777777,1.9423611111111119,30.752083333333346,19.959027777777774,69.34027777777777,20.106250000000006,19.809027777777786,,,,2.9687499999999987,2.1430555555555566,1182.4791666666667,0.0,0,1,0,0,0,0,0,0
2019-05-20,5.502777777777776,201.11111111111111,2.034027777777778,37.28263888888888,22.377777777777773,58.583333333333336,22.543750000000006,22.205555555555552,,,,3.3583333333333334,2.2520833333333328,1182.2847222222222,0.0,0,1,0,0,0,0,0,0
2019-05-21,3.795138888888889,176.40277777777777,1.6673611111111104,32.305555555555564,25.586805555555557,43.513888888888886,25.763888888888893,25.404861111111124,,,,2.5513888888888894,1.8854166666666663,1181.8472222222222,0.0,0,1,0,0,0,0,0,0
2019-05-22,4.147222222222224,160.28472222222223,2.2263888888888888,22.436805555555562,29.015277777777783,24.993055555555557,29.188194444444434,28.841666666666665,,,,3.019444444444444,2.393055555555555,1182.25,0.0,0,1,0,0,0,0,0,0
2019-05-23,4.544444444444447,131.07638888888889,2.370138888888889,24.035416666666666,32.22013888888888,20.020833333333332,32.36736111111111,32.075694444444416,,,,3.1090277777777784,2.511805555555556,1165.7291666666667,0.0,0,1,0,0,0,0,0,0
2019-05-24,3.599305555555555,156.54166666666666,1.6437500000000014,30.563194444444427,31.456250000000004,25.57638888888889,31.6548611111111,31.265277777777783,,,,2.4055555555555554,1.8173611111111119,1181.8472222222222,0.0,0,1,0,0,0,0,0,0
2019-05-25,3.2611111111111115,201.25,1.4624999999999995,28.934027777777764,22.309722222222224,76.81944444444444,22.47986111111112,22.15486111111112,,,,2.3138888888888887,1.6305555555555562,1181.5416666666667,0.0,0,0,1,0,0,0,0,0
2019-05-26,3.7833333333333345,186.5625,1.7763888888888888,30.570833333333344,20.033333333333328,71.40972222222223,20.225000000000005,19.84027777777778,,,,2.726388888888889,1.9868055555555548,1182.576388888889,0.0,0,1,0,0,0,0,0,0
2019-05-27,4.188888888888891,191.09027777777777,1.7444444444444445,35.46527777777777,22.029166666666672,74.43055555555556,22.191666666666677,21.8625,,,,2.7763888888888877,1.9465277777777783,1182.0347222222222,0.0,0,1,0,0,0,0,0,0
2019-05-28,6.256944444444445,179.17361111111111,2.2159722222222222,39.39097222222222,24.67222222222222,66.54166666666667,24.82916666666667,24.526388888888896,,,,3.6611111111111114,2.4604166666666667,1182.2847222222222,0.0,1,0,0,0,0,0,0,0
2019-05-29,6.748611111111114,212.94444444444446,2.3486111111111105,39.44375000000001,27.848591549295776,44.45070422535211,28.034507042253527,27.659859154929578,,,,3.8993055555555554,2.5708333333333346,1165.6180555555557,0.0,0,1,0,0,0,0,0,0
2019-05-30,7.453472222222222,205.04861111111111,2.8138888888888896,31.46388888888889,31.545138888888914,26.145833333333332,31.719444444444434,31.38055555555557,,,,4.219444444444445,3.0548611111111117,1182.25,0.0,0,1,0,0,0,0,0,0
2019-05-31,6.052777777777781,205.96527777777777,2.2409722222222217,33.85208333333333,29.395138888888894,37.40972222222222,29.58125000000001,29.19930555555556,,,,3.569444444444445,2.4791666666666665,1182.7152777777778,0.0,0,1,0,0,0,0,0,0
2019-06-01,2.8076388888888886,204.17361111111111,1.390277777777778,25.009027777777774,24.152777777777775,64.15972222222223,24.319444444444454,23.978472222222212,,,,2.108333333333334,1.5875000000000001,1182.6041666666667,0.0,0,0,1,0,0,0,0,0
2019-06-02,2.770212765957446,187.39716312056737,1.2822695035460994,28.24255319148936,23.527659574468082,69.48226950354609,23.677304964539005,23.3709219858156,,,,2.0248226950354615,1.4638297872340424,1177.3971631205675,0.0,0,0,1,0,0,0,0,0
2019-06-03,6.350694444444441,193.15277777777777,2.1895833333333328,38.51458333333336,27.429166666666667,45.30555555555556,27.61736111111111,27.23402777777777,,,,3.676388888888889,2.4375000000000018,1181.576388888889,0.0,0,1,0,0,0,0,0,0
2019-06-04,7.590277777777778,186.75,2.6840277777777786,37.454861111111114,28.504861111111122,34.826388888888886,28.66666666666668,28.340277777777782,,,,4.357638888888888,2.9368055555555563,1165.9791666666667,0.0,0,1,0,0,0,0,0,0
2019-06-05,6.914583333333333,182.45138888888889,2.5999999999999996,35.30347222222224,29.386111111111106,34.263888888888886,29.579166666666676,29.19791666666668,,,,4.008333333333335,2.8243055555555556,1182.076388888889,0.0,1,0,0,0,0,0,0,0
2019-06-06,9.230555555555556,145.9375,3.459027777777778,33.01944444444444,27.73611111111111,36.826388888888886,27.909722222222236,27.556944444444454,,,,5.174305555555556,3.7097222222222217,1182.1944444444443,0.0,1,0,0,0,0,0,0,0
2019-06-07,8.07916666666667,183.95138888888889,3.0534722222222226,36.04236111111111,26.586805555555557,41.94444444444444,26.723611111111126,26.45347222222223,,,,4.7666666666666675,3.3159722222222223,1180.7083333333333,0.0,1,0,0,0,0,0,0,0
2019-06-08,4.638194444444448,229.97916666666666,1.8708333333333331,38.14861111111112,23.817361111111122,73.83333333333333,23.955555555555563,23.69375000000002,,,,3.1368055555555556,2.0958333333333337,1182.2083333333333,0.0,0,0,1,0,0,0,0,0
2019-06-09,3.030555555555556,230.64583333333334,1.3854166666666663,26.725694444444443,22.692361111111115,74.02083333333333,22.832638888888898,22.55625,,,,2.1874999999999996,1.5624999999999993,1182.1180555555557,0.0,0,0,1,0,0,0,0,0
2019-06-10,3.285416666666665,186.28472222222223,1.63125,25.73611111111113,24.35625,40.46527777777778,24.535416666666674,24.17152777777778,,,,2.388194444444444,1.8173611111111119,1166.0347222222222,0.0,0,0,1,0,0,0,0,0
2019-06-11,3.9006993006992987,175.33566433566435,1.9475524475524475,25.369930069930067,26.360740740740734,40.4,26.519259259259254,26.2,,,,2.830769230769231,2.1132867132867124,1182.8741258741259,0.0,0,1,0,0,0,0,0,0
2019-06-12,3.4687499999999987,218.70833333333334,1.6812500000000006,24.304861111111123,22.406521739130437,45.28260869565217,22.53260869565217,22.284782608695647,,,,2.5777777777777775,1.8812500000000014,1182.625,0.0,0,0,1,0,0,0,0,0
2019-06-13,3.6430555555555566,204.29861111111111,1.7743055555555554,23.06388888888889,,,,,,,,2.6090277777777775,1.9534722222222238,1182.611111111111,0.0,0,0,1,0,0,0,0,0
2019-06-14,3.6027777777777783,208.78472222222223,1.7625000000000006,23.72152777777778,,,,,,,,2.606250000000001,1.9326388888888881,1181.923611111111,0.0,0,0,1,0,0,0,0,0
2019-06-15,3.300694444444444,207.91666666666666,1.6770833333333344,23.903472222222224,,,,,,,,2.48125,1.8458333333333339,1182.0277777777778,0.0,0,0,1,0,0,0,0,0
2019-06-16,3.925694444444444,199.70833333333334,1.9722222222222223,24.704166666666666,,,,,,,,2.7895833333333346,2.1638888888888883,1182.111111111111,0.0,0,0,1,0,0,0,0,0
2019-06-17,3.9250000000000003,192.02083333333334,1.7041666666666664,26.025,,,,,,,,2.6666666666666674,1.8993055555555556,1181.5416666666667,0.0,0,0,1,0,0,0,0,0
2019-06-18,3.833333333333331,191.14583333333334,1.7118055555555556,26.118055555555554,,,,,,,,2.644444444444447,1.914583333333334,1183.0,0.0,0,0,1,0,0,0,0,0
2019-06-19,3.710416666666667,204.06944444444446,1.8000000000000003,24.27361111111111,,,,,,,,2.6437500000000003,1.980555555555557,1182.7430555555557,0.0,0,0,1,0,0,0,0,0
