,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,North-West,North,South,West,South-West,North-East,East,South-East
2019-05-23,,,,,30.338194444444444,27.006944444444443,30.631250000000016,30.031249999999993,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-24,,,,,31.02430555555556,27.444444444444443,31.343750000000007,30.693055555555556,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-25,,,,,25.141666666666666,55.15277777777778,25.390277777777776,24.918750000000003,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-26,,,,,22.831249999999994,58.416666666666664,23.05972222222222,22.611805555555556,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-27,,,,,24.011888111888112,63.24475524475525,24.244755244755257,23.793706293706293,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-28,,,,,25.7826388888889,61.729166666666664,26.02638888888888,25.551388888888894,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-29,,,,,27.925000000000004,50.625,28.198611111111124,27.660416666666677,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-30,,,,,31.02569444444445,27.194444444444443,31.309722222222206,30.73055555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-31,,,,,30.97708333333334,30.45138888888889,31.27569444444445,30.68333333333332,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-01,,,,,28.340277777777786,39.34722222222222,28.577777777777783,28.08125000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-02,,,,,26.736363636363638,54.05594405594405,26.969230769230773,26.502797202797197,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-03,,,,,28.10069444444445,47.416666666666664,28.35208333333335,27.85555555555557,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-04,,,,,28.573611111111113,39.40972222222222,28.806944444444444,28.339583333333337,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-05,,,,,29.535416666666663,38.1875,29.80625000000001,29.274305555555557,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-06,,,,,29.602777777777774,38.11805555555556,29.851388888888874,29.361805555555552,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-07,,,,,28.93706293706295,33.02097902097902,29.157342657342664,28.72727272727272,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-08,,,,,26.58263888888888,61.770833333333336,26.768749999999997,26.384722222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-09,,,,,25.637500000000003,65.51388888888889,25.82291666666667,25.470138888888894,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-10,,,,,25.388888888888903,48.68055555555556,25.613194444444442,25.154861111111096,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-11,,,,,27.200699300699306,36.79020979020979,27.472027972027977,26.934965034965042,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-12,,,,,26.46805555555555,50.90277777777778,26.682638888888867,26.231944444444437,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-13,,,,,24.52361111111111,64.15277777777777,24.723611111111115,24.327777777777772,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-14,,,,,24.790972222222212,63.49305555555556,24.998611111111117,24.58402777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-15,,,,,25.72986111111111,65.45833333333333,25.92013888888889,25.550694444444442,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-16,,,,,26.131249999999994,58.104166666666664,26.336805555555557,25.92499999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-17,,,,,25.51388888888889,60.791666666666664,25.728472222222212,25.306944444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-18,,,,,25.324305555555544,64.875,25.54652777777777,25.102083333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-19,,,,,24.972916666666656,63.71527777777778,25.206250000000004,24.752777777777798,,,,,,,0.0,1,0,0,0,0,0,0,0,0
