,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-West,South,West,South-East,North-East,North,East
2019-04-28,2.794444444444445,228.77083333333334,1.2881944444444442,26.173611111111114,20.764583333333334,50.65277777777778,20.97152777777778,20.545833333333338,318.9861111111111,,,2.063194444444444,1.4777777777777774,1181.1666666666667,0.0,0,1,0,0,0,0,0,0
2019-04-29,2.3347222222222213,223.15972222222223,1.1194444444444447,28.626388888888883,22.927083333333343,45.8125,23.15277777777778,22.704166666666662,294.7013888888889,,,1.8590277777777782,1.3381944444444442,1181.5347222222222,0.0,0,1,0,0,0,0,0,0
2019-04-30,2.7263888888888896,221.15972222222223,1.2534722222222225,25.13888888888887,21.79930555555554,53.291666666666664,22.00416666666666,21.597916666666674,251.28472222222223,,,2.013888888888891,1.461111111111112,1182.7083333333333,0.0,0,1,0,0,0,0,0,0
2019-05-01,2.2993006993006984,207.3916083916084,1.118881118881119,24.160139860139864,23.119580419580434,52.03496503496503,23.319580419580415,22.902097902097903,296.34265734265733,,,1.811888111888112,1.3181818181818183,1179.881118881119,0.0,0,1,0,0,0,0,0,0
2019-05-02,2.9958333333333336,242.97222222222223,1.400694444444444,30.01597222222221,24.783333333333335,44.46527777777778,25.001388888888894,24.577083333333338,162.74305555555554,,,2.2576388888888896,1.665277777777778,1182.3680555555557,0.0,0,1,0,0,0,0,0,0
2019-05-03,4.625000000000001,263.8333333333333,2.1743055555555553,25.57638888888888,20.009722222222216,60.888888888888886,20.184722222222216,19.82986111111111,309.6736111111111,,,3.202083333333333,2.4055555555555563,1166.3680555555557,0.0,0,1,0,0,0,0,0,0
2019-05-04,3.4986111111111113,217.88888888888889,1.5888888888888881,26.71944444444444,18.068749999999994,74.78472222222223,18.259027777777778,17.88055555555556,279.7013888888889,,,2.515277777777778,1.7979166666666666,1181.8680555555557,0.0,0,1,0,0,0,0,0,0
2019-05-05,2.713888888888889,219.39583333333334,1.3180555555555555,25.391666666666655,22.77222222222223,51.666666666666664,23.011805555555558,22.543055555555547,321.36805555555554,,,2.134722222222223,1.546527777777778,1182.4097222222222,0.0,0,1,0,0,0,0,0,0
2019-05-06,4.443356643356646,225.85314685314685,2.134265734265734,25.31818181818182,25.626573426573437,39.41258741258741,25.799999999999997,25.444755244755257,210.65734265734267,,,3.106293706293707,2.398601398601398,1178.2867132867134,0.0,0,1,0,0,0,0,0,0
2019-05-07,4.672222222222221,265.125,2.158333333333333,24.332638888888894,19.518055555555556,69.09722222222223,19.65972222222223,19.37638888888891,250.84722222222223,,,3.261805555555556,2.380555555555555,1181.4027777777778,0.0,0,1,0,0,0,0,0,0
2019-05-08,4.045833333333336,246.88888888888889,1.8062499999999995,24.899305555555557,17.728472222222216,68.57638888888889,17.909027777777776,17.5486111111111,272.0,,,2.8520833333333346,2.0187500000000003,1182.2291666666667,0.0,0,1,0,0,0,0,0,0
2019-05-09,4.069784172661872,239.25899280575538,1.8669064748201434,26.090647482014386,16.802158273381288,68.53237410071942,16.97266187050359,16.64532374100719,262.36690647482015,,,2.867625899280577,2.06978417266187,1155.9928057553957,0.0,0,1,0,0,0,0,0,0
2019-05-10,3.7631944444444434,246.86805555555554,1.71875,25.820833333333322,16.818749999999994,67.86111111111111,17.027083333333334,16.617361111111116,284.55555555555554,,,2.6805555555555554,1.9340277777777781,1166.201388888889,0.0,0,1,0,0,0,0,0,0
2019-05-11,2.535416666666666,221.72222222222223,1.108333333333334,28.95208333333333,19.259027777777785,54.77777777777778,19.46250000000001,19.055555555555557,336.13194444444446,,,1.906944444444444,1.3250000000000002,1182.3125,0.0,0,1,0,0,0,0,0,0
2019-05-12,3.9673611111111122,238.5625,1.837499999999999,25.994444444444444,23.910416666666666,37.75,24.10902777777778,23.69652777777778,331.59027777777777,,,2.797222222222221,2.038888888888888,1182.375,0.0,0,1,0,0,0,0,0,0
2019-05-13,3.4035714285714285,211.5857142857143,1.5807142857142853,25.717142857142854,25.083687943262422,30.595744680851062,25.314184397163128,24.841134751773048,339.50694444444446,,,2.49,1.8114285714285707,1164.1214285714286,0.0,0,1,0,0,0,0,0,0
2019-05-14,2.680555555555555,218.04861111111111,1.2013888888888886,30.950000000000006,26.400694444444444,30.15972222222222,26.636111111111102,26.157638888888897,340.5486111111111,,,2.0215277777777776,1.4006944444444445,1165.701388888889,0.0,0,1,0,0,0,0,0,0
2019-05-15,3.777083333333334,203.90972222222223,1.7090277777777771,33.1923611111111,28.197916666666675,36.63194444444444,28.42708333333333,27.95625,332.05555555555554,,,2.7479166666666677,1.949305555555557,1181.7847222222222,0.0,0,1,0,0,0,0,0,0
2019-05-16,3.436111111111111,234.24305555555554,1.5868055555555558,28.112499999999983,26.3375,48.19444444444444,26.558333333333323,26.113888888888887,326.02777777777777,,,2.4680555555555554,1.811111111111111,1181.8402777777778,0.0,0,1,0,0,0,0,0,0
2019-05-17,6.318055555555552,242.75,3.022916666666666,23.91111111111112,25.353472222222216,48.486111111111114,25.548611111111118,25.171527777777786,325.0138888888889,,,4.141666666666664,3.2708333333333335,1183.1041666666667,0.0,0,1,0,0,0,0,0,0
2019-05-18,4.308333333333333,263.4513888888889,2.110416666666666,22.482638888888896,22.244444444444447,52.96527777777778,22.417361111111095,22.066666666666663,338.9166666666667,,,3.0659722222222223,2.3236111111111106,1181.5833333333333,0.0,0,1,0,0,0,0,0,0
2019-05-19,4.009722222222225,232.47222222222223,1.8180555555555553,32.668750000000024,21.502083333333342,59.145833333333336,21.7013888888889,21.30208333333334,349.8541666666667,,,2.875694444444443,2.0381944444444446,1166.548611111111,0.0,0,1,0,0,0,0,0,0
2019-05-20,3.3055555555555562,224.44444444444446,1.5270833333333333,30.00694444444444,23.64027777777777,62.701388888888886,23.851388888888884,23.4111111111111,330.80555555555554,,,2.3986111111111126,1.7368055555555557,1164.8125,0.0,0,1,0,0,0,0,0,0
2019-05-21,3.061111111111112,232.15972222222223,1.3451388888888893,28.321527777777778,26.00555555555557,46.59722222222222,26.22291666666666,25.775000000000002,331.7361111111111,,,2.2187500000000018,1.5687500000000005,1182.4722222222222,0.0,0,1,0,0,0,0,0,0
2019-05-22,2.9270833333333353,246.68055555555554,1.335416666666667,27.53680555555556,28.20138888888889,29.125,28.40902777777778,27.998611111111114,326.74305555555554,,,2.1687499999999997,1.5354166666666673,1181.6944444444443,0.0,0,1,0,0,0,0,0,0
2019-05-23,3.0631944444444446,226.97222222222223,1.4444444444444446,25.11458333333333,31.229166666666686,21.479166666666668,31.42083333333334,31.032638888888883,305.7916666666667,,,2.278472222222222,1.6743055555555562,1181.9722222222222,0.0,0,1,0,0,0,0,0,0
2019-05-24,3.5479166666666675,241.74305555555554,1.7847222222222225,22.437500000000004,31.679861111111116,25.979166666666668,31.877777777777776,31.4923611111111,261.47222222222223,,,2.627083333333334,2.001388888888888,1182.2708333333333,0.0,0,1,0,0,0,0,0,0
2019-05-25,5.056944444444441,252.875,2.304861111111111,27.452777777777772,24.42291666666667,63.1875,24.57638888888887,24.278472222222224,312.8611111111111,,,3.481944444444446,2.545833333333333,1182.4027777777778,0.0,0,1,0,0,0,0,0,0
2019-05-26,3.461805555555556,217.04861111111111,1.5583333333333327,29.19097222222223,21.875,63.875,22.065972222222225,21.673611111111125,331.75,,,2.47361111111111,1.7972222222222218,1182.4583333333333,0.0,0,1,0,0,0,0,0,0
2019-05-27,2.760416666666666,201.84722222222223,1.2291666666666663,29.021527777777788,23.422916666666673,65.78472222222223,23.631249999999998,23.213194444444436,328.75694444444446,,,2.029861111111112,1.4048611111111104,1181.6319444444443,0.0,0,1,0,0,0,0,0,0
2019-05-28,2.550694444444445,198.15277777777777,1.0868055555555547,29.94444444444444,25.37847222222222,69.25,25.57361111111111,25.199305555555544,327.9375,,,1.8583333333333318,1.2597222222222222,1182.6875,0.0,0,1,0,0,0,0,0,0
2019-05-29,3.324305555555558,227.65277777777777,1.5118055555555554,28.93541666666668,28.05833333333333,55.104166666666664,28.245833333333337,27.854166666666654,338.18055555555554,,,2.4020833333333336,1.7138888888888888,1182.2847222222222,0.0,0,1,0,0,0,0,0,0
2019-05-30,3.788888888888889,233.14583333333334,1.8430555555555561,25.606250000000006,31.02083333333332,31.42361111111111,31.247916666666672,30.788888888888877,332.36805555555554,,,2.7305555555555556,2.0486111111111116,1164.9375,0.0,0,1,0,0,0,0,0,0
2019-05-31,4.2645833333333325,243.54861111111111,1.8874999999999997,27.868055555555557,30.254166666666677,34.125,30.4701388888889,30.04930555555556,300.65972222222223,,,2.9048611111111104,2.1034722222222237,1181.2708333333333,0.0,0,1,0,0,0,0,0,0
2019-06-01,5.369444444444444,267.7638888888889,2.5916666666666663,28.21041666666667,27.50277777777778,52.048611111111114,27.69930555555556,27.309722222222227,329.375,,,3.7493055555555546,2.839583333333332,1166.861111111111,0.0,0,1,0,0,0,0,0,0
2019-06-02,4.059154929577465,229.77464788732394,1.8246478873239431,34.22042253521129,26.511267605633794,60.57746478873239,26.70563380281692,26.322535211267624,327.14084507042253,,,2.8739436619718313,2.071830985915492,1177.8591549295775,0.0,0,1,0,0,0,0,0,0
2019-06-03,4.3465277777777755,218.00694444444446,2.0062499999999996,29.427777777777774,27.715972222222227,57.40972222222222,27.897222222222226,27.527777777777782,326.3125,,,3.0715277777777783,2.2326388888888884,1181.263888888889,0.0,0,1,0,0,0,0,0,0
2019-06-04,4.813888888888888,239.07638888888889,2.199305555555556,27.338888888888864,28.46319444444445,44.46527777777778,28.643055555555552,28.281250000000004,304.56944444444446,,,3.28125,2.4000000000000004,1181.5902777777778,0.0,0,1,0,0,0,0,0,0
2019-06-05,4.295138888888889,248.73611111111111,2.0340277777777778,25.672916666666687,29.94027777777777,34.388888888888886,30.13194444444444,29.748611111111124,293.94444444444446,,,3.0187500000000003,2.284027777777778,1165.861111111111,0.0,0,1,0,0,0,0,0,0
2019-06-06,3.263194444444444,230.41666666666666,1.4750000000000003,29.721527777777787,28.929861111111116,39.15277777777778,29.084027777777788,28.768749999999986,138.81944444444446,,,2.341666666666667,1.7013888888888888,1181.673611111111,0.0,0,1,0,0,0,0,0,0
2019-06-07,4.883333333333332,236.84027777777777,2.2298611111111106,29.136111111111113,28.236805555555563,41.291666666666664,28.406250000000014,28.069444444444446,321.3125,,,3.364583333333332,2.4625000000000004,1165.25,0.0,0,1,0,0,0,0,0,0
2019-06-08,4.972222222222222,228.40972222222223,2.317361111111111,27.683333333333323,25.378472222222225,73.08333333333333,25.52777777777779,25.227777777777774,295.56944444444446,,,3.4645833333333327,2.565277777777778,1182.0625,0.0,0,1,0,0,0,0,0,0
2019-06-09,4.825000000000002,241.69444444444446,2.118749999999999,27.320138888888906,24.80416666666666,67.70138888888889,24.961805555555557,24.649305555555564,311.25694444444446,,,3.225694444444445,2.325,1182.513888888889,0.0,0,1,0,0,0,0,0,0
2019-06-10,3.2819444444444437,233.30555555555554,1.4604166666666663,24.18680555555556,25.37430555555556,51.861111111111114,25.58749999999999,25.164583333333336,345.8263888888889,,,2.355555555555556,1.6930555555555555,1165.5416666666667,0.0,0,1,0,0,0,0,0,0
2019-06-11,3.5139860139860137,232.27972027972027,1.638461538461538,25.623776223776208,27.397202797202812,39.86013986013986,27.597902097902104,27.19650349650351,327.02097902097904,,,2.551048951048951,1.8566433566433571,1182.1328671328672,0.0,0,1,0,0,0,0,0,0
2019-06-12,4.313888888888888,260.4513888888889,2.0236111111111104,25.036805555555553,25.840277777777768,59.861111111111114,26.03055555555556,25.663194444444443,299.93055555555554,,,3.1027777777777783,2.2458333333333327,1182.3819444444443,0.0,0,1,0,0,0,0,0,0
2019-06-13,4.268055555555556,235.74305555555554,1.9222222222222227,26.416666666666668,24.74375,72.24305555555556,24.901388888888885,24.59513888888889,273.34722222222223,,,2.9298611111111104,2.124305555555555,1182.1319444444443,0.0,0,1,0,0,0,0,0,0
2019-06-14,4.532638888888888,254.75,2.1229166666666655,28.070138888888895,24.55416666666667,72.63194444444444,24.71666666666669,24.39722222222223,282.0208333333333,,,3.168055555555556,2.3499999999999996,1165.8958333333333,0.0,0,1,0,0,0,0,0,0
2019-06-15,3.6729166666666675,225.11805555555554,1.672916666666666,31.827083333333334,24.607638888888886,73.66666666666667,24.77152777777777,24.428472222222226,311.2083333333333,,,2.6701388888888875,1.9076388888888896,1165.9097222222222,0.0,0,1,0,0,0,0,0,0
2019-06-16,3.5416666666666674,246.0,1.625,24.556250000000002,25.715277777777786,67.41666666666667,25.893749999999983,25.540277777777774,321.9375,,,2.54236111111111,1.8333333333333341,1181.4166666666667,0.0,0,1,0,0,0,0,0,0
2019-06-17,4.460416666666666,251.77777777777777,2.061111111111112,22.945833333333333,25.876388888888883,68.20138888888889,26.049999999999997,25.69791666666666,318.44444444444446,,,3.085416666666666,2.2333333333333343,1181.6319444444443,0.0,0,1,0,0,0,0,0,0
2019-06-18,4.3486111111111105,238.57638888888889,1.9965277777777761,24.784027777777776,25.612499999999997,73.52777777777777,25.77569444444445,25.45277777777778,314.9166666666667,,,3.0229166666666676,2.2173611111111113,1182.6944444444443,0.0,0,1,0,0,0,0,0,0
2019-06-19,4.04236111111111,244.70833333333334,1.843055555555556,23.568055555555553,25.368055555555546,69.29166666666667,25.53125000000001,25.19652777777779,327.5833333333333,,,2.8437499999999996,2.0548611111111104,1181.673611111111,0.0,0,1,0,0,0,0,0,0
