,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,West,South-West,East,North-West,North-East,North,South,South-East
2019-05-08,,,,,17.591666666666665,69.03472222222223,17.72430555555556,17.458333333333346,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-09,,,,,17.2705035971223,65.49640287769785,17.394964028776986,17.13956834532375,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-10,,,,,17.19930555555556,65.36111111111111,17.330555555555552,17.060416666666665,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-11,,,,,18.467361111111117,67.35416666666667,18.623611111111106,18.295138888888893,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-12,,,,,20.55208333333333,65.51388888888889,20.708333333333336,20.39444444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-13,,,,,21.67847222222223,56.75694444444444,21.836805555555557,21.518055555555563,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-14,,,,,21.733333333333334,57.145833333333336,21.896527777777784,21.573611111111102,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-15,,,,,21.53819444444445,71.97222222222223,21.69930555555554,21.392361111111104,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-16,,,,,24.027083333333337,58.94444444444444,24.200000000000003,23.840277777777786,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-17,,,,,23.17569444444445,60.513888888888886,23.365277777777788,22.977083333333326,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-18,,,,,21.659722222222214,60.111111111111114,21.810416666666658,21.50624999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-19,,,,,20.509027777777774,72.41666666666667,20.656250000000014,20.36041666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-20,,,,,21.077083333333334,80.89583333333333,21.241666666666674,20.936805555555562,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-21,,,,,21.888888888888882,77.9375,22.039583333333333,21.73472222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-22,,,,,24.90763888888889,52.27777777777778,25.058333333333323,24.754861111111104,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-23,,,,,31.522222222222226,25.069444444444443,31.730555555555554,31.313194444444427,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-24,,,,,30.674305555555577,37.15277777777778,30.896527777777774,30.46388888888891,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-25,,,,,23.415277777777785,79.90972222222223,23.548611111111104,23.291666666666675,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-26,,,,,21.747222222222224,74.31944444444444,21.906250000000004,21.575000000000003,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-27,,,,,21.81319444444445,78.93055555555556,21.9763888888889,21.65694444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-28,,,,,23.06111111111112,80.63888888888889,23.194444444444443,22.929861111111116,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-29,,,,,23.54722222222222,83.70833333333333,23.66180555555556,23.415972222222234,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-30,,,,,25.0576388888889,73.31944444444444,25.206944444444456,24.913888888888902,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-31,,,,,25.211111111111116,77.89583333333333,25.34791666666666,25.080555555555563,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-01,,,,,24.57916666666667,80.25,24.706250000000008,24.45972222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-02,,,,,24.3218309859155,82.13380281690141,24.459859154929568,24.180985915492958,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-03,,,,,24.68055555555555,80.95138888888889,24.809027777777786,24.557638888888885,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-04,,,,,25.435416666666654,71.27083333333333,25.587499999999988,25.285416666666677,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-05,,,,,26.66041666666666,66.74305555555556,26.815972222222214,26.500694444444434,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-06,,,,,25.62013888888889,74.53472222222223,25.731249999999992,25.49652777777779,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-07,,,,,24.944444444444457,81.49305555555556,25.09791666666667,24.806944444444447,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-08,,,,,23.56527777777779,81.29861111111111,23.68333333333333,23.46527777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-09,,,,,23.366666666666674,79.29861111111111,23.490277777777784,23.25277777777777,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-10,,,,,26.191666666666674,52.791666666666664,26.3611111111111,26.018055555555552,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-11,,,,,27.715384615384608,45.15384615384615,27.89160839160839,27.560139860139873,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-12,,,,,25.295138888888893,77.54166666666667,25.42916666666667,25.172916666666673,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-13,,,,,24.456249999999994,77.03472222222223,24.578472222222224,24.32638888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-14,,,,,24.420833333333334,77.43055555555556,24.547916666666673,24.297222222222217,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-15,,,,,24.4201388888889,77.79861111111111,24.574305555555554,24.280555555555548,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-16,,,,,25.56458333333334,72.26388888888889,25.697916666666668,25.439583333333342,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-17,,,,,25.434722222222224,76.59027777777777,25.550694444444435,25.302083333333346,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-18,,,,,25.25694444444445,77.44444444444444,25.384027777777774,25.13263888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-19,,,,,25.52569444444445,67.75,25.666666666666668,25.393055555555566,,,,,,,0.0,1,0,0,0,0,0,0,0,0
