,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,North,West,East,South
2019-05-11,4.199305555555556,169.31944444444446,2.8236111111111115,17.128472222222218,19.449305555555558,29.618055555555557,19.78402777777778,19.102777777777778,339.0416666666667,,,3.650694444444445,3.0895833333333345,1181.8819444444443,0.0,0,1,0,0,0,0,0,0
2019-05-12,6.666666666666663,123.97222222222223,4.593055555555556,14.311805555555553,24.06944444444444,22.131944444444443,24.32638888888889,23.819444444444443,331.5486111111111,,,5.684722222222223,4.8770833333333306,1182.3125,0.0,0,1,0,0,0,0,0,0
2019-05-13,6.442361111111108,166.22222222222223,4.477083333333333,13.761805555555558,25.92569444444446,20.229166666666668,26.19027777777778,25.67569444444445,333.9236111111111,,,5.511805555555558,4.7680555555555575,1182.3472222222222,0.0,0,1,0,0,0,0,0,0
2019-05-14,5.344444444444443,123.0,3.665972222222221,17.05555555555556,27.259722222222212,14.680555555555555,27.56388888888889,26.938888888888894,334.3125,,,4.568749999999999,3.957638888888891,1182.236111111111,0.0,0,1,0,0,0,0,0,0
2019-05-15,5.877777777777778,137.88194444444446,4.245138888888891,11.790277777777781,27.809027777777786,19.625,28.076388888888875,27.54513888888889,328.5416666666667,,,5.1208333333333345,4.505555555555556,1166.9722222222222,0.0,0,1,0,0,0,0,0,0
2019-05-16,4.754166666666666,191.8125,3.2409722222222226,17.623611111111117,28.17777777777778,18.020833333333332,28.47638888888889,27.88958333333333,319.9513888888889,,,4.087499999999999,3.481944444444444,1165.5833333333333,0.0,0,0,0,1,0,0,0,0
2019-05-17,7.955555555555557,217.45138888888889,5.8340277777777745,9.627777777777784,25.086111111111112,32.90972222222222,25.352083333333336,24.824305555555565,324.78472222222223,,,6.879166666666668,6.113194444444442,1182.1944444444443,0.0,0,0,0,1,0,0,0,0
2019-05-18,6.220138888888887,253.55555555555554,4.37222222222222,11.684027777777773,21.498611111111114,32.40277777777778,21.777777777777786,21.22361111111111,337.15277777777777,,,5.446527777777778,4.661111111111111,1165.923611111111,0.0,0,0,0,1,0,0,0,0
2019-05-19,5.550694444444446,246.5,3.933333333333333,11.973611111111113,20.714583333333323,32.31944444444444,20.975694444444446,20.468749999999993,347.55555555555554,,,4.857638888888893,4.20763888888889,1183.048611111111,0.0,0,0,0,1,0,0,0,0
2019-05-20,6.2326388888888875,163.86111111111111,4.1916666666666655,19.359027777777772,23.15347222222224,37.90277777777778,23.43125000000001,22.868749999999995,329.3333333333333,,,5.293055555555555,4.506944444444444,1182.6597222222222,0.0,0,1,0,0,0,0,0,0
2019-05-21,5.930555555555555,120.04861111111111,4.080555555555554,16.969444444444438,27.42291666666666,21.291666666666668,27.73958333333332,27.099305555555556,328.5208333333333,,,5.025000000000003,4.344444444444443,1181.6805555555557,0.0,0,1,0,0,0,0,0,0
2019-05-22,5.9520833333333325,138.02083333333334,4.059722222222222,14.854861111111111,30.336805555555557,13.694444444444445,30.627777777777776,30.047916666666683,325.5486111111111,,,5.043055555555558,4.344444444444443,1165.701388888889,0.0,0,1,0,0,0,0,0,0
2019-05-23,6.660416666666666,112.45833333333333,4.475694444444445,13.480555555555558,32.74583333333334,9.618055555555555,33.012499999999996,32.4701388888889,320.90972222222223,,,5.525694444444444,4.75625,1165.9722222222222,0.0,0,1,0,0,0,0,0,0
2019-05-24,6.961111111111113,206.1875,4.516666666666666,12.952777777777783,31.88680555555556,20.069444444444443,32.16805555555554,31.600000000000016,292.81944444444446,,,5.708333333333333,4.843055555555557,1181.9166666666667,0.0,0,0,0,1,0,0,0,0
2019-05-25,4.739583333333334,273.2013888888889,3.332638888888889,13.06944444444445,23.490972222222222,58.65972222222222,23.727083333333322,23.268055555555552,296.69444444444446,,,4.153472222222222,3.5930555555555554,1165.7083333333333,0.0,0,0,0,1,0,0,0,0
2019-05-26,4.4847222222222225,208.86111111111111,3.121527777777776,14.752777777777782,23.353472222222223,30.5,23.65833333333333,23.057638888888885,321.2013888888889,,,3.903472222222221,3.3583333333333325,1166.798611111111,0.0,0,0,0,1,0,0,0,0
2019-05-27,4.356944444444443,221.25,2.9826388888888897,14.772916666666678,23.629861111111122,34.24305555555556,24.00416666666667,23.273611111111105,325.2708333333333,,,3.7479166666666663,3.2166666666666672,1182.5625,0.0,0,0,0,1,0,0,0,0
2019-05-28,4.707638888888889,230.29861111111111,3.2708333333333335,14.699305555555554,23.982638888888896,33.99305555555556,24.37569444444445,23.630555555555556,336.63194444444446,,,4.063194444444445,3.5166666666666684,1182.576388888889,0.0,0,0,0,1,0,0,0,0
2019-05-29,6.654166666666667,168.83333333333334,4.5,16.47569444444445,28.25277777777777,30.520833333333332,28.623611111111124,27.915972222222216,332.49305555555554,,,5.603472222222223,4.786805555555556,1182.736111111111,0.0,0,0,0,1,0,0,0,0
2019-05-30,7.703472222222223,135.3125,5.1861111111111144,15.978472222222216,31.20208333333334,15.965277777777779,31.5340277777778,30.864583333333332,321.30555555555554,,,6.505555555555554,5.503472222222225,1182.111111111111,0.0,0,1,0,0,0,0,0,0
2019-05-31,6.467361111111114,230.78472222222223,4.338194444444445,18.889583333333334,28.566666666666663,29.23611111111111,28.947916666666668,28.196527777777785,307.6666666666667,,,5.548611111111112,4.6625,1164.7152777777778,0.0,0,0,0,1,0,0,0,0
2019-06-01,5.636111111111111,269.2986111111111,4.075694444444445,14.59861111111111,25.452083333333327,37.59722222222222,25.75625,25.158333333333335,326.06944444444446,,,4.950694444444446,4.332638888888891,1182.7777777777778,0.0,0,0,0,1,0,0,0,0
2019-06-02,6.176388888888891,224.78472222222223,4.438888888888887,14.645833333333334,25.853472222222226,32.166666666666664,26.154166666666676,25.56875000000001,328.56944444444446,,,5.359722222222222,4.727777777777778,1182.0694444444443,0.0,0,0,0,1,0,0,0,0
2019-06-03,6.4687500000000036,145.15277777777777,4.479166666666666,15.091666666666669,28.169444444444448,28.82638888888889,28.49930555555555,27.847222222222232,324.40277777777777,,,5.534027777777774,4.774305555555554,1182.0833333333333,0.0,0,1,0,0,0,0,0,0
2019-06-04,7.851388888888888,157.8125,5.52986111111111,14.03888888888889,28.47847222222222,29.15277777777778,28.76111111111112,28.209027777777788,316.6875,,,6.733333333333334,5.8576388888888875,1181.4097222222222,0.0,0,1,0,0,0,0,0,0
2019-06-05,7.688888888888889,151.64583333333334,5.427777777777779,13.744444444444436,29.775694444444444,23.98611111111111,30.04305555555557,29.51041666666667,302.1458333333333,,,6.584722222222223,5.752777777777776,1181.701388888889,0.0,0,1,0,0,0,0,0,0
2019-06-06,5.745833333333336,214.54861111111111,3.864583333333334,18.672916666666666,28.045138888888886,33.625,28.337499999999995,27.755555555555546,285.0699300699301,,,4.9111111111111105,4.20138888888889,1166.7708333333333,0.0,0,0,0,1,0,0,0,0
2019-06-07,7.122916666666664,276.96527777777777,5.073611111111112,14.361805555555552,24.88680555555556,47.30555555555556,25.113888888888887,24.65208333333333,315.03472222222223,,,6.185416666666669,5.354861111111112,1166.236111111111,0.0,0,0,0,1,0,0,0,0
2019-06-08,6.070138888888888,298.5833333333333,4.376388888888886,10.770833333333327,21.236805555555545,73.4375,21.401388888888885,21.078472222222228,285.78472222222223,,,5.3180555555555555,4.6000000000000005,1182.25,0.0,0,0,1,0,0,0,0,0
2019-06-09,4.795138888888889,280.09027777777777,3.2166666666666663,15.029861111111124,22.446527777777774,56.59027777777778,22.673611111111107,22.21041666666666,331.1111111111111,,,4.139583333333335,3.431944444444445,1166.076388888889,0.0,0,0,0,1,0,0,0,0
2019-06-10,6.595833333333331,282.8541666666667,4.408333333333333,11.70347222222222,25.1673611111111,30.20138888888889,25.419444444444444,24.917361111111113,334.5763888888889,,,5.606944444444444,4.739583333333332,1166.3958333333333,0.0,0,0,1,0,0,0,0,0
2019-06-11,5.913986013986013,201.33566433566435,3.797202797202796,16.82867132867133,27.51678321678323,24.552447552447553,27.814685314685303,27.23006993006993,322.84615384615387,,,4.979720279720278,4.127972027972026,1182.5314685314686,0.0,0,0,0,1,0,0,0,0
2019-06-12,6.354166666666668,267.7916666666667,4.460416666666668,12.924305555555545,23.684027777777782,51.326388888888886,23.95069444444445,23.447222222222226,308.1458333333333,,,5.5555555555555545,4.714583333333334,1165.888888888889,0.0,0,0,0,1,0,0,0,0
2019-06-13,6.724305555555555,294.84722222222223,4.6951388888888905,12.08472222222222,21.01319444444445,70.05555555555556,21.215277777777786,20.811111111111114,311.6736111111111,,,5.882638888888889,4.998611111111113,1182.0277777777778,0.0,0,0,1,0,0,0,0,0
2019-06-14,5.009027777777781,283.93055555555554,3.459722222222222,13.581249999999999,21.609027777777776,64.1875,21.852083333333326,21.379166666666666,273.9513888888889,,,4.394444444444444,3.7534722222222214,1166.9930555555557,0.0,0,0,1,0,0,0,0,0
2019-06-15,5.145138888888891,237.41666666666666,3.4541666666666693,14.975694444444441,23.18263888888889,51.666666666666664,23.43333333333334,22.91666666666667,332.68055555555554,,,4.4541666666666675,3.7173611111111122,1181.5625,0.0,0,0,0,1,0,0,0,0
2019-06-16,6.00763888888889,247.29166666666666,4.04375,14.559722222222222,24.181250000000006,48.93055555555556,24.438888888888883,23.95069444444445,310.2291666666667,,,5.115277777777778,4.30486111111111,1182.423611111111,0.0,0,0,0,1,0,0,0,0
2019-06-17,6.385416666666667,280.5416666666667,4.419444444444445,11.66388888888889,23.40069444444443,53.69444444444444,23.618055555555546,23.17777777777777,316.84027777777777,,,5.472916666666669,4.684027777777779,1165.3402777777778,0.0,0,0,1,0,0,0,0,0
2019-06-18,5.81041666666667,278.55555555555554,4.113194444444444,11.706944444444446,22.967361111111114,56.99305555555556,23.197916666666664,22.74722222222222,327.0138888888889,,,5.060416666666668,4.340972222222224,1167.4097222222222,0.0,0,0,1,0,0,0,0,0
2019-06-19,6.113194444444442,255.29861111111111,4.245833333333334,11.063194444444443,23.738194444444442,44.798611111111114,23.978472222222234,23.523611111111126,334.59027777777777,,,5.333333333333334,4.523611111111111,1180.8472222222222,0.0,0,0,0,1,0,0,0,0
