,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,North,North-West,West,East,North-East,South,South-West,South-East
2019-05-09,,,,,17.054347826086968,62.51449275362319,17.280434782608697,16.81811594202898,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-10,,,,,17.409027777777776,61.3125,17.634027777777774,17.19236111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-11,,,,,20.360416666666662,49.50694444444444,20.561111111111117,20.16041666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-12,,,,,25.11041666666667,30.40972222222222,25.325694444444437,24.88333333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-13,,,,,26.80972222222222,22.819444444444443,27.054861111111112,26.579861111111107,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-14,,,,,28.176388888888894,23.03472222222222,28.422222222222214,27.91388888888888,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-15,,,,,30.6736111111111,25.73611111111111,30.989583333333346,30.363194444444463,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-16,,,,,28.0763888888889,35.24305555555556,28.334722222222204,27.83958333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-17,,,,,26.846527777777794,35.77777777777778,27.137499999999996,26.579861111111107,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-18,,,,,22.79027777777777,43.729166666666664,23.03888888888889,22.528472222222216,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-19,,,,,22.23958333333333,40.36805555555556,22.47638888888888,22.009027777777785,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-20,,,,,24.152777777777775,51.11805555555556,24.367361111111123,23.953472222222228,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-21,,,,,27.597916666666663,35.770833333333336,27.847222222222214,27.360416666666655,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-22,,,,,30.237499999999997,20.631944444444443,30.506944444444418,29.975694444444443,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-23,,,,,33.394444444444446,14.347222222222221,33.62916666666667,33.14722222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-24,,,,,32.94722222222222,18.72222222222222,33.22222222222223,32.68263888888888,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-25,,,,,24.85625,55.111111111111114,25.093750000000014,24.625000000000014,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-26,,,,,22.756944444444457,53.75,23.013194444444444,22.516666666666655,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-27,,,,,24.259027777777792,55.388888888888886,24.493055555555557,24.025694444444454,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-28,,,,,25.844444444444452,59.701388888888886,26.083333333333332,25.623611111111117,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-29,,,,,28.98958333333333,47.30555555555556,29.25069444444445,28.74375000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-30,,,,,33.27916666666666,20.930555555555557,33.55902777777779,33.00208333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-31,,,,,32.34583333333333,23.88888888888889,32.6138888888889,32.08819444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-01,,,,,28.536111111111115,37.145833333333336,28.78749999999999,28.29097222222221,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-02,,,,,26.712676056338026,52.54929577464789,26.933098591549292,26.492253521126766,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-03,,,,,28.599305555555564,45.52777777777778,28.840972222222213,28.37013888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-04,,,,,29.315277777777787,36.93055555555556,29.54097222222222,29.091666666666658,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-05,,,,,30.910416666666677,28.46527777777778,31.124305555555573,30.69722222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-06,,,,,30.417361111111106,29.680555555555557,30.668055555555554,30.179861111111116,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-07,,,,,29.6888888888889,30.84722222222222,29.913194444444457,29.47361111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-08,,,,,26.403472222222202,59.638888888888886,26.588194444444447,26.22499999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-09,,,,,25.392361111111114,61.333333333333336,25.562499999999993,25.227777777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-10,,,,,26.256249999999998,41.59722222222222,26.473611111111104,26.06180555555557,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-11,,,,,28.588888888888885,31.631944444444443,28.818055555555556,28.35000000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-12,,,,,26.919444444444434,45.86805555555556,27.152083333333334,26.70555555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-13,,,,,24.529861111111114,61.201388888888886,24.727777777777774,24.32916666666668,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-14,,,,,24.69722222222222,61.708333333333336,24.927777777777777,24.45902777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-15,,,,,25.57083333333333,63.02777777777778,25.776388888888892,25.379166666666663,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-16,,,,,26.289583333333333,57.63194444444444,26.486111111111093,26.08750000000002,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-17,,,,,25.725694444444446,57.59722222222222,25.933333333333348,25.52916666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-18,,,,,24.94583333333332,63.34027777777778,25.145138888888887,24.756249999999994,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-19,,,,,25.211111111111116,59.56944444444444,25.40902777777778,25.01041666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
