,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,North,South,West,North-East,East
2019-06-02,5.308450704225353,279.9154929577465,3.290845070422535,16.828873239436625,25.435211267605627,61.232394366197184,25.626056338028175,25.253521126760575,,,,4.280985915492957,3.502112676056339,1178.3591549295775,0.0,0,1,0,0,0,0,0,0
2019-06-03,4.839583333333336,261.8541666666667,3.0333333333333337,19.203472222222217,26.86180555555555,59.111111111111114,27.06319444444445,26.668750000000003,,,,3.9513888888888897,3.2430555555555554,1183.076388888889,0.0,0,0,1,0,0,0,0,0
2019-06-04,5.879166666666666,247.81944444444446,3.5986111111111105,16.337500000000002,27.793749999999996,43.736111111111114,28.00972222222222,27.572916666666675,,,,4.6486111111111095,3.834027777777779,1181.2152777777778,0.0,0,0,1,0,0,0,0,0
2019-06-05,5.909722222222224,248.80555555555554,3.607638888888889,18.91875,28.740972222222222,36.236111111111114,28.94791666666668,28.538194444444457,,,,4.662499999999998,3.8472222222222223,1165.1875,0.0,0,0,1,0,0,0,0,0
2019-06-06,5.688888888888889,267.1388888888889,3.584027777777779,16.946527777777778,26.750000000000007,58.951388888888886,26.945138888888884,26.55694444444444,,,,4.609027777777779,3.8555555555555543,1181.9652777777778,0.0,0,0,1,0,0,0,0,0
2019-06-07,7.422222222222221,303.8263888888889,4.810416666666665,13.838194444444447,25.38125,65.35416666666667,25.54166666666665,25.23819444444443,,,,5.993749999999996,5.051388888888891,1165.4722222222222,0.0,0,1,0,0,0,0,0,0
2019-06-08,5.8527777777777805,305.8958333333333,3.7097222222222177,14.458333333333327,23.33333333333333,70.83333333333333,23.493055555555546,23.17916666666666,,,,4.759722222222222,3.912499999999999,1183.4097222222222,0.0,0,1,0,0,0,0,0,0
2019-06-09,3.7277777777777796,258.94444444444446,2.177777777777779,21.200694444444448,24.02847222222223,62.229166666666664,24.23680555555555,23.834722222222226,,,,3.013194444444444,2.397916666666669,1182.2916666666667,0.0,0,0,1,0,0,0,0,0
2019-06-10,5.302083333333336,222.33333333333334,3.204166666666668,16.901388888888885,26.631249999999994,36.59027777777778,26.8798611111111,26.402777777777782,,,,4.327777777777778,3.4972222222222227,1166.5069444444443,0.0,0,0,1,0,0,0,0,0
2019-06-11,5.124475524475525,198.21678321678323,3.006993006993006,18.73846153846154,28.823776223776218,28.594405594405593,29.097902097902097,28.57132867132868,,,,4.1685314685314685,3.345454545454548,1182.5524475524476,0.0,0,0,1,0,0,0,0,0
2019-06-12,5.634027777777776,287.75,3.5527777777777785,15.274305555555559,25.206249999999997,63.229166666666664,25.411111111111108,25.003472222222214,,,,4.577777777777778,3.779166666666667,1182.9166666666667,0.0,0,1,0,0,0,0,0,0
2019-06-13,5.250000000000002,267.84027777777777,3.213194444444445,15.60486111111112,23.69652777777778,65.65277777777777,23.91041666666667,23.471527777777776,,,,4.279861111111112,3.4381944444444463,1181.2847222222222,0.0,0,0,1,0,0,0,0,0
2019-06-14,4.032638888888889,252.34027777777777,2.3375000000000004,23.552083333333332,23.97152777777777,63.770833333333336,24.208333333333332,23.740972222222226,,,,3.28125,2.579166666666668,1182.0625,0.0,0,0,1,0,0,0,0,0
2019-06-15,3.765277777777778,256.2638888888889,2.2194444444444454,23.022916666666678,24.93333333333333,59.875,25.141666666666655,24.706944444444435,,,,3.0180555555555557,2.4375000000000004,1166.2708333333333,0.0,0,0,1,0,0,0,0,0
2019-06-16,5.173611111111112,229.66666666666666,3.131250000000001,16.52569444444445,26.18680555555555,50.354166666666664,26.404166666666665,25.975694444444443,,,,4.180555555555556,3.37361111111111,1164.8472222222222,0.0,0,0,1,0,0,0,0,0
2019-06-17,5.077777777777778,247.81944444444446,3.103472222222221,17.137499999999992,25.713888888888896,52.583333333333336,25.936111111111117,25.513194444444444,,,,4.151388888888889,3.3138888888888896,1181.4027777777778,0.0,0,0,1,0,0,0,0,0
2019-06-18,4.63402777777778,258.55555555555554,2.852777777777777,17.77986111111111,25.39930555555555,61.513888888888886,25.604861111111124,25.207638888888887,,,,3.78263888888889,3.049999999999999,1182.125,0.0,0,0,1,0,0,0,0,0
2019-06-19,5.150694444444444,239.22222222222223,3.0708333333333337,18.035416666666674,26.002777777777784,47.423611111111114,26.217361111111117,25.78680555555556,,,,4.115277777777777,3.3152777777777778,1181.986111111111,0.0,0,0,1,0,0,0,0,0
