,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,North,West,East,South
2019-04-19,5.523611111111112,252.63888888888889,3.4847222222222225,17.865972222222236,19.81180555555556,37.34722222222222,20.04027777777778,19.606944444444444,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-04-20,5.388194444444444,237.04861111111111,3.5208333333333317,18.668750000000003,19.431250000000006,44.00694444444444,19.624999999999996,19.247222222222216,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-04-21,7.699305555555556,255.25694444444446,5.236805555555554,11.756944444444443,17.615972222222226,43.395833333333336,17.86874999999999,17.402777777777768,,,,,,,0.0020833333333333337,0,0,0,1,0,0,0,0
2019-04-22,5.052083333333335,255.47222222222223,3.1201388888888886,17.877777777777776,18.14097222222221,40.270833333333336,18.354166666666654,17.94722222222222,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-04-23,4.239583333333331,130.51388888888889,2.684027777777777,14.968749999999993,19.126388888888894,39.736111111111114,19.30277777777777,18.947222222222223,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-04-24,5.329861111111111,79.49305555555556,3.5381944444444464,12.326388888888886,22.488194444444442,36.479166666666664,22.66666666666667,22.31111111111111,,,,,,,0.0,1,0,0,0,0,0,0,0
2019-04-25,4.342361111111109,111.58333333333333,2.820138888888889,13.766666666666667,24.338194444444444,30.51388888888889,24.533333333333328,24.14027777777777,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-04-26,4.892361111111111,90.51388888888889,3.209027777777779,13.420833333333329,26.063888888888894,26.11111111111111,26.285416666666674,25.85763888888889,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-04-27,5.718055555555555,168.09027777777777,3.854166666666666,14.936111111111103,26.95069444444444,24.041666666666668,27.159027777777784,26.755555555555556,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-04-28,3.5479166666666653,151.84027777777777,2.2381944444444466,17.13888888888889,26.580555555555563,25.0,26.78541666666667,26.374305555555555,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-04-29,3.470138888888889,143.60416666666666,2.182638888888888,17.328472222222203,27.774999999999995,25.34027777777778,27.981944444444448,27.56666666666666,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-04-30,4.170833333333333,182.95138888888889,2.675694444444445,19.943055555555546,30.4375,19.84027777777778,30.66319444444445,30.23750000000001,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-01,3.3370629370629374,122.37762237762237,2.1853146853146845,16.36363636363637,27.542657342657343,26.867132867132867,27.729370629370624,27.360839160839163,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-02,4.503472222222221,169.26388888888889,2.813194444444444,19.40208333333333,30.73333333333333,20.09722222222222,30.909027777777787,30.54791666666667,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-03,6.378472222222222,241.36805555555554,4.238888888888891,17.44444444444445,26.428472222222233,33.49305555555556,26.622916666666654,26.243749999999995,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-04,4.441666666666666,145.85416666666666,2.793750000000001,17.11319444444445,23.171527777777776,37.21527777777778,23.37083333333336,22.97013888888891,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-05,3.0666666666666655,119.58333333333333,1.8430555555555554,19.284722222222214,25.679166666666664,37.826388888888886,25.90000000000002,25.470138888888883,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-06,4.648251748251749,191.27272727272728,3.074825174825175,17.838461538461534,29.537762237762248,22.13986013986014,29.74195804195804,29.346153846153857,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-07,8.349305555555556,301.0416666666667,5.619444444444444,12.31180555555555,24.99513888888888,40.09027777777778,25.16944444444444,24.834722222222222,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-08,5.449999999999999,226.42361111111111,3.44375,18.97430555555554,22.899305555555554,36.9375,23.091666666666672,22.703472222222217,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-09,5.466666666666667,284.2391304347826,3.4550724637681163,18.697826086956507,22.049999999999994,41.20289855072464,22.23840579710146,21.86956521739131,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-10,4.168749999999999,180.25694444444446,2.535416666666665,25.48819444444445,22.187499999999993,38.854166666666664,22.38125,22.015277777777783,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-11,4.064583333333334,155.26388888888889,2.50138888888889,16.439583333333335,24.265277777777776,32.625,24.46736111111111,24.056250000000006,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-12,3.4770833333333324,160.47916666666666,2.1124999999999994,20.875694444444445,27.809722222222234,22.625,28.038194444444446,27.58263888888889,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-13,3.5124999999999993,136.98611111111111,2.217361111111112,18.606250000000006,29.73888888888888,19.26388888888889,29.95277777777779,29.52152777777778,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-14,4.340277777777775,176.875,2.786111111111112,18.634722222222212,30.776388888888903,16.75,30.97430555555555,30.569444444444443,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-15,3.5729166666666665,204.3125,2.3000000000000007,24.297222222222217,32.21527777777777,16.041666666666668,32.4611111111111,31.987500000000004,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-16,3.5576388888888903,125.19444444444444,2.2965277777777793,15.14097222222222,31.718750000000014,22.020833333333332,31.9375,31.49583333333333,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-17,6.31388888888889,231.54166666666666,4.225,13.872916666666667,30.506944444444457,26.1875,30.729861111111106,30.30069444444444,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-18,4.290277777777776,180.55555555555554,2.615277777777777,21.182638888888892,28.224999999999998,27.1875,28.452083333333334,28.017361111111114,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-19,5.750694444444444,211.86805555555554,3.603472222222221,16.644444444444442,27.892361111111118,25.21527777777778,28.095138888888894,27.67916666666666,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-20,4.664583333333333,154.81944444444446,2.932638888888887,16.075694444444455,27.881944444444443,34.145833333333336,28.0763888888889,27.693750000000005,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-21,3.6270833333333323,114.14583333333333,2.195833333333333,18.641666666666666,31.13333333333334,29.791666666666668,31.350000000000016,30.905555555555573,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-22,3.119444444444444,145.15972222222223,2.029166666666666,17.295138888888882,32.78680555555555,20.61111111111111,33.00486111111109,32.57916666666667,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-23,2.955555555555555,141.07638888888889,1.8548611111111102,18.17291666666667,34.80763888888889,15.715277777777779,35.061805555555566,34.556249999999984,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-24,6.423611111111111,222.52777777777777,4.062500000000001,18.548611111111107,37.082638888888866,14.645833333333334,37.32847222222223,36.86527777777779,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-25,7.447916666666668,211.375,4.984027777777777,15.616666666666667,30.902083333333337,40.548611111111114,31.075000000000006,30.741666666666674,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-26,5.21875,138.91666666666666,3.313194444444444,15.079166666666655,28.866666666666674,32.81944444444444,29.0326388888889,28.716666666666665,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-27,5.940972222222221,165.45833333333334,3.8854166666666665,13.813194444444441,28.436111111111106,37.27777777777778,28.604166666666668,28.264583333333334,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-28,5.796527777777777,180.9375,3.804166666666667,17.78125,29.841666666666658,36.333333333333336,30.014583333333324,29.67708333333332,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-29,5.674305555555557,176.99305555555554,3.663888888888889,18.50069444444445,31.624305555555548,37.798611111111114,31.784722222222243,31.462500000000002,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-30,5.944444444444444,189.27083333333334,3.867361111111111,17.16597222222223,34.443749999999994,25.430555555555557,34.60972222222223,34.26180555555555,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-05-31,6.92013888888889,210.75694444444446,4.593055555555558,19.268055555555545,34.576388888888886,25.01388888888889,34.75902777777779,34.390277777777776,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-01,6.993055555555555,247.95138888888889,4.695833333333332,20.59236111111111,33.26319444444445,26.95138888888889,33.456250000000004,33.079861111111114,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-02,5.592957746478872,190.26760563380282,3.623239436619719,17.271126760563376,32.78873239436619,24.676056338028168,32.96478873239436,32.6267605633803,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-03,4.172916666666666,163.83333333333334,2.5708333333333324,20.161111111111115,33.077083333333334,29.53472222222222,33.26319444444444,32.88472222222222,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-06-04,5.39583333333333,178.80555555555554,3.478472222222222,17.32986111111111,33.27569444444444,26.34027777777778,33.49722222222223,33.063194444444456,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-06-05,4.6125,142.59027777777777,2.95,18.897222222222222,33.81875,24.63888888888889,34.010416666666664,33.61944444444443,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-06-06,6.67638888888889,210.125,4.526388888888889,15.027083333333321,34.2263888888889,27.125,34.43194444444447,34.04444444444445,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-07,9.463888888888887,240.13888888888889,6.364583333333337,13.087500000000002,31.83402777777779,38.72222222222222,32.000694444444434,31.671527777777776,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-08,8.199999999999996,289.27777777777777,5.343055555555556,16.05069444444445,29.330555555555552,45.048611111111114,29.510416666666668,29.171527777777758,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-06-09,5.474305555555554,236.56944444444446,3.5576388888888886,23.803472222222226,30.712499999999995,32.40277777777778,30.876388888888883,30.55416666666666,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-10,4.408333333333334,208.61111111111111,2.6715277777777793,25.652083333333334,32.37222222222223,25.708333333333332,32.56944444444445,32.173611111111114,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-11,4.295833333333333,183.25,2.599305555555556,22.454861111111118,33.83263888888887,22.79861111111111,34.04930555555555,33.601388888888884,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-12,6.91527777777778,259.96527777777777,4.522916666666665,18.973611111111122,31.932638888888885,35.888888888888886,32.154861111111124,31.72222222222223,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-13,5.235416666666668,259.3611111111111,3.277083333333332,20.430555555555564,29.130555555555556,45.44444444444444,29.318055555555564,28.949999999999996,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-14,5.053472222222225,208.54166666666666,3.195138888888889,24.493749999999995,29.884027777777778,42.9375,30.06458333333332,29.71527777777778,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-15,4.939583333333333,223.09027777777777,3.125,23.297916666666666,31.098611111111122,38.69444444444444,31.25833333333334,30.92083333333334,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-16,4.211111111111112,206.30555555555554,2.6312499999999996,25.210416666666667,32.015972222222224,35.611111111111114,32.201388888888886,31.81944444444447,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-17,5.269444444444443,257.40277777777777,3.4027777777777777,21.28750000000001,32.495138888888874,32.673611111111114,32.69861111111111,32.286111111111126,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-18,4.776388888888891,250.78472222222223,2.9916666666666663,22.95625000000001,31.826388888888896,36.22222222222222,32.04097222222222,31.6263888888889,,,,,,,0.0,0,0,0,1,0,0,0,0
2019-06-19,4.789583333333335,246.72916666666666,3.0138888888888897,24.39791666666667,31.720138888888883,31.381944444444443,31.97152777777777,31.497222222222238,,,,,,,0.0,0,0,0,1,0,0,0,0
